SaleID,price
200000,1378.79531691842
200001,1939.705561212481
200002,8122.42758799722
200003,1287.6741321468864
200004,2037.1627788465446
200005,1212.032354351418
200006,495.3240158136161
200007,3578.8981550492194
200008,11061.092157157578
200009,647.1594159273543
200010,618.2997626642339
200011,2517.4962617413353
200012,5590.035108561866
200013,7691.587660289782
200014,1384.333242366267
200015,255.98481138827597
200016,1820.5676569291365
200017,8494.335402477247
200018,6790.682760417044
200019,660.3070969737172
200020,24938.13634533913
200021,7621.218351271852
200022,2026.539648583162
200023,1627.3601090217778
200024,693.8972060329643
200025,7758.924351408601
200026,535.3787634212895
200027,12570.292326920366
200028,3889.484240221838
200029,8030.546677589893
200030,18001.52741072389
200031,12509.667452853535
200032,616.5519291671801
200033,14832.644383476787
200034,988.8453071114238
200035,1792.6754270868498
200036,14369.585943524458
200037,6212.721765601121
200038,1506.7566825365961
200039,378.59089002775863
200040,596.8569564256663
200041,28114.81457957864
200042,483.49863976844875
200043,8509.009861489973
200044,18201.502769664003
200045,553.1130833394662
200046,16829.006334317855
200047,17317.05032411969
200048,2234.7902534662558
200049,2882.425146433619
200050,889.1663386059914
200051,4388.666233532012
200052,2743.2585957963483
200053,399.3796183025886
200054,13334.680691345173
200055,10295.098493321035
200056,6227.055578889482
200057,3230.554010338394
200058,1063.738333354682
200059,5127.520592570736
200060,8629.742049742095
200061,1272.1581059239268
200062,5316.416976990138
200063,8353.838397235937
200064,1318.268694499225
200065,1605.9581962526127
200066,436.25978891119814
200067,10607.690384988047
200068,196.38633683623559
200069,17624.158580410476
200070,9293.380909172522
200071,469.9973388344837
200072,6395.897135600993
200073,21207.060838697107
200074,4211.2758651473205
200075,14078.252698621562
200076,2976.6455575436603
200077,612.2349406932466
200078,306.21537780832455
200079,3003.8140648601147
200080,3313.113428686578
200081,1959.827449105164
200082,4413.021598918065
200083,421.3571752213138
200084,1386.155236649203
200085,1789.9510547152559
200086,6906.383318333993
200087,3376.5240726143074
200088,2540.536631150115
200089,41479.9660390471
200090,2712.3363337741835
200091,245.98271927931003
200092,1406.6981134970283
200093,16670.782900571565
200094,6697.04773236307
200095,5726.172553028482
200096,2389.1007797883417
200097,1255.601174483147
200098,451.447007809923
200099,14980.545972452674
200100,21749.105279653773
200101,7766.084421324289
200102,1844.5551721387028
200103,10432.084456644603
200104,5734.50592143675
200105,4020.1734843288036
200106,8086.850503205557
200107,1916.0353456880416
200108,15954.856587533253
200109,7937.068470223139
200110,822.933674140614
200111,1916.0089777473238
200112,1826.5028830337515
200113,421.6747928020781
200114,2307.5128064085056
200115,1316.7265327165749
200116,13945.97680412326
200117,17037.370871951323
200118,55965.647464112975
200119,192.16557745223727
200120,3143.293532236698
200121,2470.958156645267
200122,707.613019360878
200123,2502.4959445319378
200124,61733.08169912674
200125,591.934234289724
200126,3041.481094303927
200127,16499.835388079453
200128,1629.7729343052397
200129,5879.746439870552
200130,3800.1985537927276
200131,3163.685001867728
200132,1317.709042591042
200133,2885.1759702294735
200134,1285.1903734167047
200135,3338.320377755321
200136,3773.4946692066605
200137,632.4000898350324
200138,9983.825505379758
200139,6237.402689959327
200140,2679.4966472299275
200141,1341.9715984627924
200142,6619.691200301787
200143,7275.779396807853
200144,1307.8061250951034
200145,6891.820176541425
200146,2516.081652978907
200147,4545.604034605935
200148,2873.428131532668
200149,180.29390774404976
200150,10894.483337642532
200151,5239.164743614123
200152,747.2647524694432
200153,516.2897599869566
200154,7512.509995619357
200155,2542.3169173365336
200156,16696.25351489863
200157,8236.491252580581
200158,9785.653252319302
200159,7438.916766133055
200160,6555.259360962751
200161,7284.262112345581
200162,6804.658018809322
200163,1406.7428693298398
200164,16082.403890693786
200165,14709.185617359448
200166,22772.385880653732
200167,3630.296131500158
200168,35096.452635319576
200169,864.4993314134587
200170,2661.169852601097
200171,8374.975794266304
200172,2070.906640727651
200173,35150.91858973746
200174,576.815997979923
200175,2438.5804559044313
200176,8265.542140514932
200177,5927.96248979768
200178,5016.969806418005
200179,3587.005865823862
200180,913.4085078615747
200181,19833.23640398407
200182,4386.611270877638
200183,1557.8565511807094
200184,2120.622021238377
200185,4394.734101534909
200186,3645.6875307487253
200187,5689.1744036868295
200188,9048.895027021583
200189,12319.245937466207
200190,3451.536248614784
200191,3079.294904011433
200192,1197.9078668877169
200193,4677.628690789245
200194,7501.953224811022
200195,2348.77305206343
200196,838.0431977157417
200197,20936.492791492852
200198,1207.3666804157258
200199,4469.644249549532
200200,528.4280494934061
200201,8284.457440540928
200202,2236.9281462208655
200203,1545.2595719440392
200204,8240.153495699105
200205,5356.714285048547
200206,1009.6165771702985
200207,6082.20270947736
200208,5965.898762726663
200209,1217.3550082874071
200210,13762.068220123121
200211,5360.077275570985
200212,7264.973570399844
200213,9027.050830656648
200214,19938.9706858274
200215,7534.694965033853
200216,3054.792658965954
200217,1143.335516803918
200218,10275.222016401425
200219,1222.049730009892
200220,2379.2866262496736
200221,8369.903970299823
200222,2298.3520161254955
200223,852.7579747656781
200224,12581.497547376577
200225,3670.815564251731
200226,1067.1330696276752
200227,8914.828552707651
200228,226.98120049976436
200229,7006.90431796456
200230,8257.404782184465
200231,5041.835683828293
200232,1062.3170154382115
200233,7405.376196508123
200234,390.62030200207755
200235,8694.78631546908
200236,14840.461563647832
200237,4734.307599500492
200238,7197.614994320225
200239,8415.637980356965
200240,24798.302487172114
200241,10943.97997695509
200242,3911.1635436083284
200243,2773.1582795209047
200244,6247.697451846819
200245,3788.2045343718637
200246,4347.913875142977
200247,1162.124136825108
200248,293.09779263276374
200249,9901.678114332646
200250,30059.03794888095
200251,10203.005815914765
200252,747.5199999179537
200253,8342.161923471294
200254,10723.504851796348
